-4.6|45.0|area135205600|-4.5|-4.49162927273|45.095108|45.1
-4.6|45.0|area135215500|-4.512966|-4.5|45.1|45.126108
-4.6|45.0|area135205500|-4.510162|-4.5|45.095108|45.1
-4.6|45.0|area135215600|-4.5|-4.487966|45.1|45.1256148
-4.5|45.0|area135315600|-4.453966|-4.4|45.1|45.1585974634
-4.5|45.0|area135305600|-4.43991307692|-4.41521666667|45.094108|45.1
-4.5|45.0|area135215600|-4.5|-4.487966|45.1|45.1256148
-4.5|45.0|area135205500|-4.510162|-4.5|45.095108|45.1
-4.5|45.0|area135215500|-4.512966|-4.5|45.1|45.126108
-4.5|45.0|area135205600|-4.5|-4.49162927273|45.095108|45.1
-4.4|45.0|area136005700|-4.371965|-4.360965|45.040108|45.057108
-3.0|45.0|area117307100|-2.99374344444|-2.9826708216|45.099108|45.1
-3.0|45.0|area117317100|-3.0|-2.9|45.1|45.2
-2.9|45.0|area117307200|-2.888954|-2.8053898|45.078108|45.1
-2.9|45.0|area117317200|-2.9|-2.8|45.1|45.185893125
-2.7|45.0|area117307400|-2.666952|-2.6|45.044108|45.1
-2.7|45.0|area117317400|-2.7|-2.6|45.1|45.152109
-2.7|45.0|area117307500|-2.6|-2.5|45.0369222676|45.1
-2.7|45.0|area117317500|-2.6|-2.5|45.1|45.1190368
-2.6|45.0|area117307600|-2.5|-2.4|45.0|45.1
-2.6|45.0|area117317400|-2.7|-2.6|45.1|45.152109
-2.6|45.0|area117317601|-2.5|-2.496357|45.1|45.1006623636
-2.6|45.0|area117307400|-2.666952|-2.6|45.044108|45.1
-2.6|45.0|area117317500|-2.6|-2.5|45.1|45.1190368
-2.6|45.0|area117307500|-2.6|-2.5|45.0369222676|45.1
-2.5|45.0|area117307600|-2.5|-2.4|45.0|45.1
-2.5|45.0|area117317500|-2.6|-2.5|45.1|45.1190368
-2.5|45.0|area117307500|-2.6|-2.5|45.0369222676|45.1
-2.5|45.0|area117317600|-2.490951|-2.4|45.1|45.165109
-2.5|45.0|area117317601|-2.5|-2.496357|45.1|45.1006623636
-2.4|45.0|area117307800|-2.3|-2.2630866|45.0490315|45.1
-2.4|45.0|area117307700|-2.4|-2.37695|45.085108|45.1
-2.4|45.0|area117317701|-2.4|-2.37996066667|45.1|45.1096898182
-2.4|45.0|area117307801|-2.3|-2.259342|45.0|45.0386589001
-2.4|45.0|area117317800|-2.3|-2.2|45.1|45.1752030824
-2.4|45.0|area117317700|-2.307949|-2.3|45.1|45.120108
-2.4|45.0|area117307701|-2.4|-2.3|45.0|45.1
-2.3|45.0|area117317800|-2.3|-2.2|45.1|45.1752030824
-2.3|45.0|area117307800|-2.3|-2.2630866|45.0490315|45.1
-2.3|45.0|area117317700|-2.307949|-2.3|45.1|45.120108
-2.3|45.0|area117307701|-2.4|-2.3|45.0|45.1
-2.3|45.0|area117307801|-2.3|-2.259342|45.0|45.0386589001
-2.1|45.0|area117318000|-2.04072947619|-2.01497478947|45.1|45.119108
-2.1|45.0|area117308000|-2.095948|-2.008947|45.0|45.1
-2.0|45.0|area136508200|-1.9|-1.885946|45.0111955517|45.0336613405
-2.0|45.0|area136508100|-1.936946|-1.9|45.010107|45.085108
-2.0|45.0|area135518100|-1.9214676|-1.904946|45.1|45.107108
-2.0|45.0|area135508100|-1.922946|-1.904946|45.091108|45.1
-2.0|45.0|area136208100|-1.983947|-1.943946|45.034108|45.062108
-1.9|45.0|area117318200|-1.9|-1.8|45.1|45.2
-1.9|45.0|area136508200|-1.9|-1.885946|45.0111955517|45.0336613405
-1.9|45.0|area136608200|-1.834946|-1.8|45.0158256842|45.097108
-1.9|45.0|area136508100|-1.936946|-1.9|45.010107|45.085108
-1.9|45.0|area117308200|-1.88384466667|-1.8|45.0|45.1
-1.8|45.0|area117318400|-1.7|-1.6|45.1|45.2
-1.8|45.0|area117308400|-1.7|-1.6|45.0|45.1
-1.8|45.0|area117308300|-1.8|-1.7|45.0|45.1
-1.8|45.0|area117318300|-1.8|-1.7|45.1|45.2
-1.8|45.0|area136608300|-1.8|-1.753282|45.0|45.0927196667
-1.7|45.0|area117318400|-1.7|-1.6|45.1|45.2
-1.7|45.0|area117308400|-1.7|-1.6|45.0|45.1
-1.7|45.0|area117318500|-1.6|-1.5|45.1|45.2
-1.7|45.0|area117308500|-1.6|-1.5|45.0|45.1
-1.7|45.0|area117308300|-1.8|-1.7|45.0|45.1
-1.7|45.0|area117318300|-1.8|-1.7|45.1|45.2
-1.6|45.0|area117318400|-1.7|-1.6|45.1|45.2
-1.6|45.0|area117308400|-1.7|-1.6|45.0|45.1
-1.6|45.0|area117318500|-1.6|-1.5|45.1|45.2
-1.6|45.0|area117318600|-1.5|-1.4|45.1|45.2
-1.6|45.0|area117308500|-1.6|-1.5|45.0|45.1
-1.6|45.0|area117308600|-1.5|-1.4|45.0|45.1
-1.5|45.0|area117308600|-1.5|-1.4|45.0|45.1
-1.5|45.0|area117318500|-1.6|-1.5|45.1|45.2
-1.5|45.0|area117308700|-1.4|-1.3|45.0|45.1
-1.5|45.0|area117318600|-1.5|-1.4|45.1|45.2
-1.5|45.0|area117308500|-1.6|-1.5|45.0|45.1
-1.5|45.0|area117318700|-1.4|-1.3|45.1|45.2
-1.4|45.0|area117318600|-1.5|-1.4|45.1|45.2
-1.4|45.0|area117308600|-1.5|-1.4|45.0|45.1
-1.4|45.0|area117318700|-1.4|-1.3|45.1|45.2
-1.4|45.0|area117308700|-1.4|-1.3|45.0|45.1
-1.3|45.0|area136108800|-1.262941|-1.237941|45.040108|45.1
-1.3|45.0|area117318800|-1.3|-1.2|45.1|45.2
-1.3|45.0|area117308800|-1.3|-1.2|45.0|45.1
-1.3|45.0|area117318900|-1.2|-1.186941|45.1|45.2
-1.3|45.0|area106408800|-1.27300311111|-1.21891851852|45.0|45.015107
-1.3|45.0|area117308900|-1.2|-1.187941|45.0|45.1
-1.3|45.0|area136118800|-1.26231526087|-1.2388194|45.1|45.120108
-1.2|45.0|area117318800|-1.3|-1.2|45.1|45.2
-1.2|45.0|area117308800|-1.3|-1.2|45.0|45.1
-1.2|45.0|area117318900|-1.2|-1.186941|45.1|45.2
-1.2|45.0|area117308900|-1.2|-1.187941|45.0|45.1
-4.6|45.1|area135205600|-4.5|-4.49162927273|45.095108|45.1
-4.6|45.1|area135215500|-4.512966|-4.5|45.1|45.126108
-4.6|45.1|area135205500|-4.510162|-4.5|45.095108|45.1
-4.6|45.1|area135215600|-4.5|-4.487966|45.1|45.1256148
-4.5|45.1|area135315600|-4.453966|-4.4|45.1|45.1585974634
-4.5|45.1|area135305600|-4.43991307692|-4.41521666667|45.094108|45.1
-4.5|45.1|area135215600|-4.5|-4.487966|45.1|45.1256148
-4.5|45.1|area135205500|-4.510162|-4.5|45.095108|45.1
-4.5|45.1|area135215500|-4.512966|-4.5|45.1|45.126108
-4.5|45.1|area135205600|-4.5|-4.49162927273|45.095108|45.1
-4.4|45.1|area135315700|-4.4|-4.343965|45.102108|45.162109
-3.2|45.1|area117327000|-3.1|-3.0|45.2|45.3
-3.2|45.1|area117317000|-3.1|-3.0|45.105698|45.2
-3.2|45.1|area117316900|-3.18002116667|-3.1|45.145108|45.2
-3.2|45.1|area117326901|-3.180956|-3.1|45.2|45.3
-3.1|45.1|area117317000|-3.1|-3.0|45.105698|45.2
-3.1|45.1|area117316900|-3.18002116667|-3.1|45.145108|45.2
-3.1|45.1|area117326901|-3.180956|-3.1|45.2|45.3
-3.1|45.1|area117327000|-3.1|-3.0|45.2|45.3
-3.1|45.1|area117327100|-3.0|-2.97666507143|45.2|45.2271446349
-3.1|45.1|area117317100|-3.0|-2.9|45.1|45.2
-3.0|45.1|area117327000|-3.1|-3.0|45.2|45.3
-3.0|45.1|area117317100|-3.0|-2.9|45.1|45.2
-3.0|45.1|area117307100|-2.99374344444|-2.9826708216|45.099108|45.1
-3.0|45.1|area117327100|-3.0|-2.97666507143|45.2|45.2271446349
-3.0|45.1|area117317000|-3.1|-3.0|45.105698|45.2
-2.9|45.1|area117307200|-2.888954|-2.8053898|45.078108|45.1
-2.9|45.1|area117317200|-2.9|-2.8|45.1|45.185893125
-2.9|45.1|area117317300|-2.8|-2.7|45.1036730556|45.152109
-2.8|45.1|area117317200|-2.9|-2.8|45.1|45.185893125
-2.8|45.1|area134117300|-2.775953|-2.721953|45.176109|45.192109
-2.8|45.1|area117317300|-2.8|-2.7|45.1036730556|45.152109
-2.7|45.1|area134417400|-2.678952|-2.608952|45.155109|45.2
-2.7|45.1|area134427400|-2.664232|-2.6|45.2|45.3
-2.7|45.1|area117307400|-2.666952|-2.6|45.044108|45.1
-2.7|45.1|area117317500|-2.6|-2.5|45.1|45.1190368
-2.7|45.1|area117307500|-2.6|-2.5|45.0369222676|45.1
-2.7|45.1|area117317400|-2.7|-2.6|45.1|45.152109
-2.6|45.1|area117307600|-2.5|-2.4|45.0|45.1
-2.6|45.1|area117317400|-2.7|-2.6|45.1|45.152109
-2.6|45.1|area134517500|-2.596952|-2.567951|45.155109|45.169109
-2.6|45.1|area117317500|-2.6|-2.5|45.1|45.1190368
-2.6|45.1|area117317601|-2.5|-2.496357|45.1|45.1006623636
-2.6|45.1|area117307400|-2.666952|-2.6|45.044108|45.1
-2.6|45.1|area117307500|-2.6|-2.5|45.0369222676|45.1
-2.6|45.1|area134917500|-2.532951|-2.502951|45.115108|45.151109
-2.5|45.1|area117307600|-2.5|-2.4|45.0|45.1
-2.5|45.1|area117317500|-2.6|-2.5|45.1|45.1190368
-2.5|45.1|area117307500|-2.6|-2.5|45.0369222676|45.1
-2.5|45.1|area117317600|-2.490951|-2.4|45.1|45.165109
-2.5|45.1|area117317601|-2.5|-2.496357|45.1|45.1006623636
-2.4|45.1|area117307800|-2.3|-2.2630866|45.0490315|45.1
-2.4|45.1|area133817700|-2.36995|-2.35495|45.177109|45.190109
-2.4|45.1|area117317701|-2.4|-2.37996066667|45.1|45.1096898182
-2.4|45.1|area117307700|-2.4|-2.37695|45.085108|45.1
-2.4|45.1|area117317800|-2.3|-2.2|45.1|45.1752030824
-2.4|45.1|area117317700|-2.307949|-2.3|45.1|45.120108
-2.4|45.1|area117307701|-2.4|-2.3|45.0|45.1
-2.3|45.1|area117317800|-2.3|-2.2|45.1|45.1752030824
-2.3|45.1|area117307800|-2.3|-2.2630866|45.0490315|45.1
-2.3|45.1|area117317700|-2.307949|-2.3|45.1|45.120108
-2.3|45.1|area117307701|-2.4|-2.3|45.0|45.1
-2.2|45.1|area117317900|-2.2|-2.184948|45.15837275|45.180109
-2.1|45.1|area134218000|-2.077948|-2.053947|45.157109|45.182109
