-2.1|45.1|area117318000|-2.04072947619|-2.01497478947|45.1|45.119108
-2.1|45.1|area134728000|-2.02115272727|-2.0|45.2|45.212109
-2.1|45.1|area134718100|-2.0|-1.985947|45.136108|45.2
-2.1|45.1|area134718000|-2.030947|-2.0|45.1406398|45.2
-2.1|45.1|area134728100|-2.0|-1.995947|45.2|45.2078727273
-2.1|45.1|area117308000|-2.095948|-2.008947|45.0|45.1
-2.0|45.1|area134718000|-2.030947|-2.0|45.1406398|45.2
-2.0|45.1|area134728000|-2.02115272727|-2.0|45.2|45.212109
-2.0|45.1|area135508100|-1.922946|-1.904946|45.091108|45.1
-2.0|45.1|area117328200|-1.9|-1.8|45.2|45.3
-2.0|45.1|area134728100|-2.0|-1.995947|45.2|45.2078727273
-2.0|45.1|area117328100|-2.0|-1.9|45.2|45.3
-2.0|45.1|area117318200|-1.9|-1.8|45.1|45.2
-2.0|45.1|area134718100|-2.0|-1.985947|45.136108|45.2
-2.0|45.1|area135518100|-1.9214676|-1.904946|45.1|45.107108
-2.0|45.1|area117318100|-1.939946|-1.9|45.1339656471|45.2
-1.9|45.1|area117318200|-1.9|-1.8|45.1|45.2
-1.9|45.1|area117328200|-1.9|-1.8|45.2|45.3
-1.9|45.1|area117318100|-1.939946|-1.9|45.1339656471|45.2
-1.9|45.1|area117328100|-2.0|-1.9|45.2|45.3
-1.9|45.1|area117308200|-1.88384466667|-1.8|45.0|45.1
-1.8|45.1|area117318400|-1.7|-1.6|45.1|45.2
-1.8|45.1|area117308400|-1.7|-1.6|45.0|45.1
-1.8|45.1|area117328400|-1.7|-1.6|45.2|45.3
-1.8|45.1|area117328300|-1.8|-1.7|45.2|45.3
-1.8|45.1|area117308300|-1.8|-1.7|45.0|45.1
-1.8|45.1|area117318300|-1.8|-1.7|45.1|45.2
-1.7|45.1|area117318400|-1.7|-1.6|45.1|45.2
-1.7|45.1|area117308400|-1.7|-1.6|45.0|45.1
-1.7|45.1|area117318300|-1.8|-1.7|45.1|45.2
-1.7|45.1|area117318500|-1.6|-1.5|45.1|45.2
-1.7|45.1|area117328400|-1.7|-1.6|45.2|45.3
-1.7|45.1|area117328500|-1.6|-1.5|45.2|45.3
-1.7|45.1|area117308500|-1.6|-1.5|45.0|45.1
-1.7|45.1|area117308300|-1.8|-1.7|45.0|45.1
-1.7|45.1|area117328300|-1.8|-1.7|45.2|45.3
-1.6|45.1|area117318400|-1.7|-1.6|45.1|45.2
-1.6|45.1|area117308400|-1.7|-1.6|45.0|45.1
-1.6|45.1|area117318500|-1.6|-1.5|45.1|45.2
-1.6|45.1|area117328500|-1.6|-1.5|45.2|45.3
-1.6|45.1|area117328400|-1.7|-1.6|45.2|45.3
-1.6|45.1|area117318600|-1.5|-1.4|45.1|45.2
-1.6|45.1|area117308500|-1.6|-1.5|45.0|45.1
-1.6|45.1|area117308600|-1.5|-1.4|45.0|45.1
-1.6|45.1|area117328600|-1.5|-1.4|45.2|45.3
-1.5|45.1|area117308500|-1.6|-1.5|45.0|45.1
-1.5|45.1|area117328600|-1.5|-1.4|45.2|45.3
-1.5|45.1|area117318500|-1.6|-1.5|45.1|45.2
-1.5|45.1|area117308700|-1.4|-1.3|45.0|45.1
-1.5|45.1|area117328700|-1.4|-1.3|45.2|45.3
-1.5|45.1|area117318600|-1.5|-1.4|45.1|45.2
-1.5|45.1|area117328500|-1.6|-1.5|45.2|45.3
-1.5|45.1|area117308600|-1.5|-1.4|45.0|45.1
-1.5|45.1|area117318700|-1.4|-1.3|45.1|45.2
-1.4|45.1|area117328600|-1.5|-1.4|45.2|45.3
-1.4|45.1|area117308700|-1.4|-1.3|45.0|45.1
-1.4|45.1|area117318600|-1.5|-1.4|45.1|45.2
-1.4|45.1|area117328700|-1.4|-1.3|45.2|45.3
-1.4|45.1|area117308600|-1.5|-1.4|45.0|45.1
-1.4|45.1|area117318700|-1.4|-1.3|45.1|45.2
-1.3|45.1|area136108800|-1.262941|-1.237941|45.040108|45.1
-1.3|45.1|area117318800|-1.3|-1.2|45.1|45.2
-1.3|45.1|area117308800|-1.3|-1.2|45.0|45.1
-1.3|45.1|area117328800|-1.3|-1.2|45.2|45.3
-1.3|45.1|area117328900|-1.2|-1.1882773913|45.2|45.3
-1.3|45.1|area136118800|-1.26231526087|-1.2388194|45.1|45.120108
-1.3|45.1|area117318900|-1.2|-1.186941|45.1|45.2
-1.3|45.1|area117308900|-1.2|-1.187941|45.0|45.1
-1.2|45.1|area117318800|-1.3|-1.2|45.1|45.2
-1.2|45.1|area117328800|-1.3|-1.2|45.2|45.3
-1.2|45.1|area117308800|-1.3|-1.2|45.0|45.1
-1.2|45.1|area117328900|-1.2|-1.1882773913|45.2|45.3
-1.2|45.1|area117318900|-1.2|-1.186941|45.1|45.2
-1.2|45.1|area117308900|-1.2|-1.187941|45.0|45.1
-3.3|45.2|area132326800|-3.201956|-3.2|45.2759427273|45.2811248571
-3.3|45.2|area117336800|-3.3|-3.2|45.3|45.4
-3.3|45.2|area132526800|-3.294957|-3.281957|45.253109|45.26811
-3.3|45.2|area117326800|-3.251957|-3.2|45.27711|45.3
-3.2|45.2|area117327000|-3.1|-3.0|45.2|45.3
-3.2|45.2|area117317000|-3.1|-3.0|45.105698|45.2
-3.2|45.2|area117336900|-3.2|-3.1|45.3|45.4
-3.2|45.2|area117326901|-3.180956|-3.1|45.2|45.3
-3.2|45.2|area117316900|-3.18002116667|-3.1|45.145108|45.2
-3.2|45.2|area117337000|-3.1|-3.079955|45.3|45.3542247308
-3.2|45.2|area132326900|-3.2|-3.177956|45.27011|45.28411
-3.2|45.2|area117326900|-3.2|-3.18192|45.2952077143|45.3
-3.1|45.2|area117327000|-3.1|-3.0|45.2|45.3
-3.1|45.2|area117317000|-3.1|-3.0|45.105698|45.2
-3.1|45.2|area117336900|-3.2|-3.1|45.3|45.4
-3.1|45.2|area117326901|-3.180956|-3.1|45.2|45.3
-3.1|45.2|area117337000|-3.1|-3.079955|45.3|45.3542247308
-3.1|45.2|area117316900|-3.18002116667|-3.1|45.145108|45.2
-3.1|45.2|area117327100|-3.0|-2.97666507143|45.2|45.2271446349
-3.1|45.2|area117317100|-3.0|-2.9|45.1|45.2
-3.0|45.2|area117327000|-3.1|-3.0|45.2|45.3
-3.0|45.2|area117317100|-3.0|-2.9|45.1|45.2
-3.0|45.2|area117317000|-3.1|-3.0|45.105698|45.2
-3.0|45.2|area117327100|-3.0|-2.97666507143|45.2|45.2271446349
-2.7|45.2|area134417400|-2.678952|-2.608952|45.155109|45.2
-2.7|45.2|area134427400|-2.664232|-2.6|45.2|45.3
-2.7|45.2|area134427500|-2.6|-2.5|45.2242436957|45.2915412405
-2.7|45.2|area134437400|-2.672952|-2.61492023529|45.3|45.33411
-2.6|45.2|area134427400|-2.664232|-2.6|45.2|45.3
-2.6|45.2|area134427600|-2.5|-2.42095|45.209109|45.2465931538
-2.6|45.2|area134427500|-2.6|-2.5|45.2242436957|45.2915412405
-2.5|45.2|area134427600|-2.5|-2.42095|45.209109|45.2465931538
-2.5|45.2|area132037600|-2.43095|-2.4|45.3|45.335945
-2.5|45.2|area132027600|-2.42518|-2.4|45.29611|45.3
-2.5|45.2|area134427500|-2.6|-2.5|45.2242436957|45.2915412405
-2.4|45.2|area132027700|-2.4|-2.3537255|45.29111|45.3
-2.4|45.2|area132037700|-2.4|-2.3|45.3|45.38411
-2.2|45.2|area133227900|-2.123948|-2.108948|45.209109|45.236109
-2.1|45.2|area134718000|-2.030947|-2.0|45.1406398|45.2
-2.1|45.2|area117328000|-2.040947|-2.0|45.254109|45.3
-2.1|45.2|area134728000|-2.02115272727|-2.0|45.2|45.212109
-2.1|45.2|area134728100|-2.0|-1.995947|45.2|45.2078727273
-2.1|45.2|area117328100|-2.0|-1.9|45.2|45.3
-2.1|45.2|area117338001|-2.071947|-2.0|45.3|45.4
-2.1|45.2|area134718100|-2.0|-1.985947|45.136108|45.2
-2.1|45.2|area117338100|-2.0|-1.9|45.3|45.4
-2.0|45.2|area117328000|-2.040947|-2.0|45.254109|45.3
-2.0|45.2|area134728000|-2.02115272727|-2.0|45.2|45.212109
-2.0|45.2|area134728100|-2.0|-1.995947|45.2|45.2078727273
-2.0|45.2|area117328100|-2.0|-1.9|45.2|45.3
-2.0|45.2|area117338001|-2.071947|-2.0|45.3|45.4
-2.0|45.2|area117328200|-1.9|-1.8|45.2|45.3
-2.0|45.2|area134718000|-2.030947|-2.0|45.1406398|45.2
-2.0|45.2|area117318200|-1.9|-1.8|45.1|45.2
-2.0|45.2|area134718100|-2.0|-1.985947|45.136108|45.2
-2.0|45.2|area117338200|-1.9|-1.8|45.3|45.4
-2.0|45.2|area117318100|-1.939946|-1.9|45.1339656471|45.2
-2.0|45.2|area117338100|-2.0|-1.9|45.3|45.4
-1.9|45.2|area117328200|-1.9|-1.8|45.2|45.3
-1.9|45.2|area117328100|-2.0|-1.9|45.2|45.3
-1.9|45.2|area117338200|-1.9|-1.8|45.3|45.4
-1.9|45.2|area117318200|-1.9|-1.8|45.1|45.2
-1.9|45.2|area117318100|-1.939946|-1.9|45.1339656471|45.2
-1.9|45.2|area117338100|-2.0|-1.9|45.3|45.4
-1.8|45.2|area117318400|-1.7|-1.6|45.1|45.2
-1.8|45.2|area117328400|-1.7|-1.6|45.2|45.3
-1.8|45.2|area117338300|-1.8|-1.7|45.3|45.4
-1.8|45.2|area117328300|-1.8|-1.7|45.2|45.3
-1.8|45.2|area117318300|-1.8|-1.7|45.1|45.2
-1.8|45.2|area117338400|-1.7|-1.6|45.3|45.4
-1.7|45.2|area117318400|-1.7|-1.6|45.1|45.2
-1.7|45.2|area117328400|-1.7|-1.6|45.2|45.3
-1.7|45.2|area117318300|-1.8|-1.7|45.1|45.2
-1.7|45.2|area117338300|-1.8|-1.7|45.3|45.4
-1.7|45.2|area117318500|-1.6|-1.5|45.1|45.2
-1.7|45.2|area117328500|-1.6|-1.5|45.2|45.3
-1.7|45.2|area117338500|-1.6|-1.5|45.3|45.4
-1.7|45.2|area117328300|-1.8|-1.7|45.2|45.3
-1.7|45.2|area117338400|-1.7|-1.6|45.3|45.4
-1.6|45.2|area117318400|-1.7|-1.6|45.1|45.2
-1.6|45.2|area117328400|-1.7|-1.6|45.2|45.3
-1.6|45.2|area117318500|-1.6|-1.5|45.1|45.2
-1.6|45.2|area117338600|-1.5|-1.4|45.3|45.4
-1.6|45.2|area117318600|-1.5|-1.4|45.1|45.2
-1.6|45.2|area117328500|-1.6|-1.5|45.2|45.3
-1.6|45.2|area117338500|-1.6|-1.5|45.3|45.4
-1.6|45.2|area117328600|-1.5|-1.4|45.2|45.3
-1.6|45.2|area117338400|-1.7|-1.6|45.3|45.4
-1.5|45.2|area117338700|-1.4|-1.3|45.3|45.4
-1.5|45.2|area117318500|-1.6|-1.5|45.1|45.2
-1.5|45.2|area117338600|-1.5|-1.4|45.3|45.4
-1.5|45.2|area117318600|-1.5|-1.4|45.1|45.2
-1.5|45.2|area133028700|-1.4|-1.3654366875|45.2165568|45.3
-1.5|45.2|area133038700|-1.4|-1.353942|45.3|45.4
-1.5|45.2|area133028600|-1.419942|-1.4|45.212109|45.3
-1.5|45.2|area117318700|-1.4|-1.3|45.1|45.2
-1.5|45.2|area133038600|-1.417942|-1.4|45.3|45.4
-1.5|45.2|area117328500|-1.6|-1.5|45.2|45.3
-1.5|45.2|area117328600|-1.5|-1.4|45.2|45.3
-1.5|45.2|area117338500|-1.6|-1.5|45.3|45.4
-1.5|45.2|area117328700|-1.4|-1.3|45.2|45.3
-1.4|45.2|area117338700|-1.4|-1.3|45.3|45.4
-1.4|45.2|area117318600|-1.5|-1.4|45.1|45.2
-1.4|45.2|area117338600|-1.5|-1.4|45.3|45.4
-1.4|45.2|area133038700|-1.4|-1.353942|45.3|45.4
-1.4|45.2|area117328700|-1.4|-1.3|45.2|45.3
-1.4|45.2|area133038600|-1.417942|-1.4|45.3|45.4
-1.4|45.2|area117318700|-1.4|-1.3|45.1|45.2
-1.4|45.2|area133028700|-1.4|-1.3654366875|45.2165568|45.3
-1.4|45.2|area133028600|-1.419942|-1.4|45.212109|45.3
-1.4|45.2|area117328600|-1.5|-1.4|45.2|45.3
-1.3|45.2|area117318800|-1.3|-1.2|45.1|45.2
-1.3|45.2|area117328800|-1.3|-1.2|45.2|45.3
-1.3|45.2|area117328900|-1.2|-1.1882773913|45.2|45.3
-1.3|45.2|area117318900|-1.2|-1.186941|45.1|45.2
-1.3|45.2|area117338900|-1.2|-1.197071|45.3|45.304669
-1.3|45.2|area117338800|-1.3|-1.2|45.3|45.4
-1.2|45.2|area117318800|-1.3|-1.2|45.1|45.2
-1.2|45.2|area117328800|-1.3|-1.2|45.2|45.3
-1.2|45.2|area117328900|-1.2|-1.1882773913|45.2|45.3
-1.2|45.2|area117318900|-1.2|-1.186941|45.1|45.2
-1.2|45.2|area117338900|-1.2|-1.197071|45.3|45.304669
-1.2|45.2|area117338800|-1.3|-1.2|45.3|45.4
-4.3|45.3|area130745800|-4.24143541026|-4.218964|45.4|45.414111
-4.3|45.3|area130735800|-4.250964|-4.22164688235|45.38311|45.4
-4.2|45.3|area131135900|-4.188964|-4.162964|45.37411|45.4
-4.2|45.3|area131145900|-4.18858744444|-4.16478942857|45.4|45.411111
-3.4|45.3|area117336800|-3.3|-3.2|45.3|45.4
-3.4|45.3|area117346800|-3.3|-3.2|45.4|45.5
-3.4|45.3|area117336700|-3.309957|-3.3|45.37711|45.4
-3.4|45.3|area117346701|-3.3026618125|-3.3|45.4|45.4032010625
-3.3|45.3|area117336800|-3.3|-3.2|45.3|45.4
-3.3|45.3|area117346800|-3.3|-3.2|45.4|45.5
-3.3|45.3|area117336700|-3.309957|-3.3|45.37711|45.4
-3.3|45.3|area117346701|-3.3026618125|-3.3|45.4|45.4032010625
-3.3|45.3|area117326800|-3.251957|-3.2|45.27711|45.3
-3.2|45.3|area117346900|-3.2|-3.16283291304|45.4|45.5
-3.2|45.3|area117327000|-3.1|-3.0|45.2|45.3
-3.2|45.3|area117336900|-3.2|-3.1|45.3|45.4
-3.2|45.3|area117326901|-3.180956|-3.1|45.2|45.3
-3.2|45.3|area117337000|-3.1|-3.079955|45.3|45.3542247308
-3.2|45.3|area117326900|-3.2|-3.18192|45.2952077143|45.3
-3.1|45.3|area117337000|-3.1|-3.079955|45.3|45.3542247308
-3.1|45.3|area117327000|-3.1|-3.0|45.2|45.3
-3.1|45.3|area117336900|-3.2|-3.1|45.3|45.4
-3.1|45.3|area117326901|-3.180956|-3.1|45.2|45.3
-2.9|45.3|area131337200|-2.896954|-2.840953|45.36511|45.4
-2.9|45.3|area131347200|-2.8808373|-2.84658124507|45.4|45.422111
-2.8|45.3|area131537300|-2.772953|-2.747953|45.36211|45.386111
-2.8|45.3|area131737300|-2.724953|-2.7|45.33911|45.37911
-2.7|45.3|area117337400|-2.670952|-2.6|45.3534753333|45.4
-2.7|45.3|area134437400|-2.672952|-2.61492023529|45.3|45.33411
-2.7|45.3|area131737400|-2.7|-2.686952|45.3414373846|45.3735907273
-2.7|45.3|area117347402|-2.7|-2.62616868218|45.4|45.466627
-2.7|45.3|area117337501|-2.6|-2.586951|45.35111|45.3701449091
-2.7|45.3|area134427400|-2.664232|-2.6|45.2|45.3
-2.6|45.3|area117337600|-2.5|-2.4|45.36311|45.4
-2.6|45.3|area117337601|-2.5|-2.491951|45.3178975833|45.3434847714
-2.6|45.3|area117337400|-2.670952|-2.6|45.3534753333|45.4
-2.6|45.3|area117347500|-2.6|-2.5|45.4|45.5
-2.6|45.3|area117337500|-2.59563390909|-2.5|45.31711|45.4
-2.6|45.3|area117337501|-2.6|-2.586951|45.35111|45.3701449091
-2.6|45.3|area117347600|-2.5|-2.4|45.4|45.5
-2.5|45.3|area117337600|-2.5|-2.4|45.36311|45.4
-2.5|45.3|area117337601|-2.5|-2.491951|45.3178975833|45.3434847714
-2.5|45.3|area132027600|-2.42518|-2.4|45.29611|45.3
-2.5|45.3|area132037600|-2.43095|-2.4|45.3|45.335945
-2.5|45.3|area117337500|-2.59563390909|-2.5|45.31711|45.4
-2.5|45.3|area117347500|-2.6|-2.5|45.4|45.5
-2.5|45.3|area117347600|-2.5|-2.4|45.4|45.5
-2.4|45.3|area132037800|-2.3|-2.260949|45.3261916667|45.3796338
-2.4|45.3|area117337700|-2.4|-2.39046233333|45.389276|45.4
-2.4|45.3|area117347700|-2.4|-2.3|45.4|45.5
-2.4|45.3|area132037700|-2.4|-2.3|45.3|45.38411
-2.4|45.3|area132027700|-2.4|-2.3537255|45.29111|45.3
-2.3|45.3|area132037800|-2.3|-2.260949|45.3261916667|45.3796338
-2.3|45.3|area132037700|-2.4|-2.3|45.3|45.38411
-2.2|45.3|area117338000|-2.1|-2.08340828571|45.3723352308|45.4
-2.2|45.3|area131938000|-2.1|-2.091948|45.3293906531|45.34458
-2.2|45.3|area117348001|-2.1|-2.082948|45.4|45.42424636
-2.2|45.3|area131937900|-2.130948|-2.1|45.32011|45.36811
-2.2|45.3|area117347900|-2.163948|-2.1|45.4|45.5
-2.2|45.3|area117337900|-2.132337|-2.1|45.37011|45.4
