null|227480000|fishing
null|227113930|pleasure_craft
null|226000750|river_ship
null|226009730|river_ship
null|227316430|fishing
null|227603590|fishing
null|227593620|fishing
null|226005250|river_ship
null|227672970|pleasure_craft
null|227627620|fishing
null|227053730|pleasure_craft
null|227240480|pleasure_craft
null|228171000|fishing
null|227316500|pleasure_craft
null|227562510|fishing
null|227347560|fishing
null|227250730|pleasure_craft
null|227642970|pleasure_craft
null|227018880|pleasure_craft
null|226006010|river_ship
null|227069210|pleasure_craft
null|227007990|bulk
null|227006620|bulk
null|227626790|fishing
null|227781160|pleasure_craft
null|227632130|fishing
null|227468970|pleasure_craft
null|227743370|pleasure_craft
null|226002750|river_ship
null|227368000|fishing
null|227886000|fishing
null|226002690|river_ship
null|227272580|fishing
null|227010340|bulk
null|226009680|river_ship
null|226004690|river_ship
null|226007180|river_ship
null|226001340|river_ship
null|227597930|pleasure_craft
null|227501740|pleasure_craft
null|226000010|river_ship
null|227654270|fishing
null|227659860|pleasure_craft
null|226001390|river_ship
null|226009050|river_ship
null|226000510|river_ship
null|227127400|fishing
null|227509290|pleasure_craft
null|226004420|river_ship
null|226002490|river_ship
null|227626540|pleasure_craft
null|227126790|pleasure_craft
null|227772270|pleasure_craft
null|227586260|pleasure_craft
null|227756250|pleasure_craft
null|227623960|fishing
null|228364000|fishing
null|227598760|fishing
null|227751380|fishing
null|227028740|pleasure_craft
null|227323310|fishing
null|227351520|pleasure_craft
null|227681970|bulk
null|227567360|pleasure_craft
null|227332600|pleasure_craft
null|227729620|fishing
null|227204040|pleasure_craft
null|227286190|pleasure_craft
null|227677130|pleasure_craft
null|226009990|river_ship
null|227592320|bulk
null|226012410|river_ship
null|226000530|river_ship
null|228800000|fishing
null|227295680|pleasure_craft
null|227329300|pleasure_craft
null|227561790|fishing
null|226003250|river_ship
null|227925000|fishing
null|227901000|fishing
null|226001720|river_ship
null|227518480|pleasure_craft
null|227648060|bulk
null|227271980|pleasure_craft
null|227116120|bulk
null|227288540|fishing
null|227045540|pleasure_craft
null|227229220|pleasure_craft
null|227300430|fishing
null|227321880|fishing
null|227314300|pleasure_craft
null|227348000|fishing
null|227235530|pleasure_craft
null|227500780|pleasure_craft
null|227634230|fishing
null|226009930|river_ship
null|228373000|fishing
null|227424980|pleasure_craft
null|227631720|fishing
null|227528720|pleasure_craft
null|227777730|pleasure_craft
null|227073860|pleasure_craft
null|227005960|passengers_ship
null|226002950|river_ship
null|227311490|fishing
null|227875000|fishing
null|227525930|pleasure_craft
null|227318050|fishing
null|228219000|fishing
null|227002090|passengers_ship
null|227751710|pleasure_craft
null|227434550|pleasure_craft
null|228322000|fishing
null|227361110|pleasure_craft
null|226002190|river_ship
null|227562250|fishing
null|227579840|fishing
null|226237000|pleasure_craft
null|227133760|pleasure_craft
null|226008270|river_ship
null|226008370|river_ship
null|226008360|river_ship
null|226008260|river_ship
null|227328000|fishing
null|227633350|pleasure_craft
null|227319520|fishing
null|227213620|pleasure_craft
null|227642930|fishing
null|227562740|pleasure_craft
null|227570260|fishing
null|227148420|pleasure_craft
null|227516380|pleasure_craft
null|227300140|fishing
null|347007270|pleasure_craft
null|227567170|fishing
null|227115100|fishing
null|227319790|bulk
null|226262000|pleasure_craft
null|226008470|river_ship
null|226003370|river_ship
null|227320750|fishing
null|227662240|fishing
null|227262940|pleasure_craft
null|227741860|pleasure_craft
null|227133220|pleasure_craft
null|227609630|pleasure_craft
null|227769210|pleasure_craft
null|227645260|fishing
null|227622380|fishing
null|227052340|pleasure_craft
null|227573970|fishing
null|227562530|pleasure_craft
null|227559380|pleasure_craft
null|227002360|passengers_ship
null|227127580|pleasure_craft
null|227610090|pleasure_craft
null|660001310|bulk
null|228051000|bulk
null|227509360|pleasure_craft
null|227415560|pleasure_craft
null|227183160|pleasure_craft
null|226002440|river_ship
null|660000480|pleasure_craft
null|227451000|fishing
null|227382640|pleasure_craft
null|226003140|river_ship
